route_id,service_id,direction_id,trip_id
1,1,0,1857
1,1,0,2379
1,11,0,446
1,14,0,1007
1,15,0,2485
1,16,0,1310
1,16,0,67
1,19,0,1778
1,2,0,2598
1,2,0,815
1,20,0,317
1,22,0,1881
1,23,0,54
1,27,0,1110
1,28,0,284
1,3,0,160
1,3,0,1666
1,3,0,1916
1,3,0,2186
1,3,0,2285
1,3,0,230
1,3,0,698
1,32,0,1047
1,32,0,1109
1,32,0,1201
1,32,0,1299
1,32,0,1319
1,32,0,1358
1,32,0,1441
1,32,0,1465
1,32,0,1471
1,32,0,1580
1,32,0,1616
1,32,0,1627
1,32,0,1645
1,32,0,1741
1,32,0,1803
1,32,0,1856
1,32,0,1940
1,32,0,2046
1,32,0,2074
1,32,0,2086
1,32,0,2101
1,32,0,2111
1,32,0,2201
1,32,0,2282
1,32,0,2300
1,32,0,2359
1,32,0,2454
1,32,0,2508
1,32,0,2563
1,32,0,26
1,32,0,2607
1,32,0,2795
1,32,0,301
1,32,0,313
1,32,0,333
1,32,0,375
1,32,0,385
1,32,0,40
1,32,0,494
1,32,0,502
1,32,0,81
1,32,0,861
1,32,0,868
1,32,0,898
1,32,0,94
1,34,0,1002
1,34,0,1027
1,34,0,105
1,34,0,1051
1,34,0,1090
1,34,0,1119
1,34,0,116
1,34,0,1302
1,34,0,1326
1,34,0,1341
1,34,0,1407
1,34,0,1462
1,34,0,1476
1,34,0,1488
1,34,0,1521
1,34,0,1544
1,34,0,1560
1,34,0,1569
1,34,0,1628
1,34,0,1704
1,34,0,1706
1,34,0,171
1,34,0,1713
1,34,0,1804
1,34,0,1836
1,34,0,1961
1,34,0,1982
1,34,0,1992
1,34,0,2019
1,34,0,2146
1,34,0,2158
1,34,0,2187
1,34,0,2188
1,34,0,2227
1,34,0,2315
1,34,0,2341
1,34,0,2358
1,34,0,2396
1,34,0,2500
1,34,0,2518
1,34,0,2647
1,34,0,2664
1,34,0,2744
1,34,0,2757
1,34,0,2775
1,34,0,2787
1,34,0,2799
1,34,0,2821
1,34,0,2873
1,34,0,308
1,34,0,318
1,34,0,511
1,34,0,613
1,34,0,634
1,34,0,641
1,34,0,663
1,34,0,703
1,34,0,713
1,34,0,800
1,34,0,811
1,34,0,827
1,34,0,875
1,34,0,901
1,34,0,994
1,34,0,999
1,35,0,1033
1,35,0,1190
1,35,0,1722
1,35,0,1855
1,35,0,2013
1,35,0,2097
1,35,0,2752
1,35,0,63
1,36,0,1039
1,36,0,1055
1,36,0,1070
1,36,0,1075
1,36,0,1127
1,36,0,1129
1,36,0,1153
1,36,0,119
1,36,0,1202
1,36,0,1226
1,36,0,1237
1,36,0,1262
1,36,0,1335
1,36,0,1339
1,36,0,1370
1,36,0,1374
1,36,0,1413
1,36,0,1526
1,36,0,1533
1,36,0,1550
1,36,0,1552
1,36,0,1587
1,36,0,1588
1,36,0,159
1,36,0,162
1,36,0,1625
1,36,0,1630
1,36,0,1652
1,36,0,1749
1,36,0,1758
1,36,0,176
1,36,0,1767
1,36,0,1779
1,36,0,1787
1,36,0,1813
1,36,0,1828
1,36,0,1849
1,36,0,1872
1,36,0,1875
1,36,0,1950
1,36,0,1958
1,36,0,1974
1,36,0,1976
1,36,0,1983
1,36,0,2030
1,36,0,2116
1,36,0,2122
1,36,0,2154
1,36,0,2179
1,36,0,2207
1,36,0,222
1,36,0,2241
1,36,0,2249
1,36,0,2253
1,36,0,2267
1,36,0,2278
1,36,0,2293
1,36,0,2320
1,36,0,2360
1,36,0,2376
1,36,0,2495
1,36,0,251
1,36,0,2521
1,36,0,2531
1,36,0,2537
1,36,0,2565
1,36,0,2570
1,36,0,2582
1,36,0,2594
1,36,0,2614
1,36,0,2615
1,36,0,2623
1,36,0,2628
1,36,0,2635
1,36,0,2638
1,36,0,2667
1,36,0,2672
1,36,0,2720
1,36,0,2751
1,36,0,276
1,36,0,2761
1,36,0,2802
1,36,0,2804
1,36,0,2842
1,36,0,2846
1,36,0,2850
1,36,0,2853
1,36,0,2879
1,36,0,2886
1,36,0,2888
1,36,0,309
1,36,0,331
1,36,0,347
1,36,0,370
1,36,0,395
1,36,0,406
1,36,0,410
1,36,0,419
1,36,0,434
1,36,0,439
1,36,0,497
1,36,0,503
1,36,0,51
1,36,0,571
1,36,0,574
1,36,0,575
1,36,0,578
1,36,0,582
1,36,0,592
1,36,0,597
1,36,0,711
1,36,0,729
1,36,0,739
1,36,0,787
1,36,0,791
1,36,0,902
1,36,0,930
1,37,0,14
1,37,0,2172
1,37,0,2422
1,37,0,2536
1,37,0,2843
1,37,0,4
1,37,0,937
1,38,0,2068
1,38,0,2259
1,38,0,2550
1,38,0,2807
1,38,0,296
1,39,0,1036
1,39,0,104
1,39,0,1040
1,39,0,1178
1,39,0,1206
1,39,0,1247
1,39,0,1252
1,39,0,1321
1,39,0,1349
1,39,0,1353
1,39,0,1375
1,39,0,1390
1,39,0,1420
1,39,0,1482
1,39,0,1495
1,39,0,1513
1,39,0,1519
1,39,0,1594
1,39,0,161
1,39,0,1644
1,39,0,1649
1,39,0,1685
1,39,0,1723
1,39,0,1751
1,39,0,1790
1,39,0,1831
1,39,0,1832
1,39,0,1886
1,39,0,1926
1,39,0,1998
1,39,0,2035
1,39,0,2037
1,39,0,2038
1,39,0,2058
1,39,0,2072
1,39,0,2099
1,39,0,2131
1,39,0,2153
1,39,0,2218
1,39,0,2219
1,39,0,2260
1,39,0,2270
1,39,0,2275
1,39,0,2279
1,39,0,2284
1,39,0,2336
1,39,0,2367
1,39,0,2369
1,39,0,239
1,39,0,2458
1,39,0,2496
1,39,0,2661
1,39,0,2662
1,39,0,2676
1,39,0,2681
1,39,0,2689
1,39,0,2698
1,39,0,2700
1,39,0,2762
1,39,0,2765
1,39,0,2816
1,39,0,2864
1,39,0,288
1,39,0,342
1,39,0,365
1,39,0,45
1,39,0,472
1,39,0,491
1,39,0,500
1,39,0,513
1,39,0,608
1,39,0,628
1,39,0,661
1,39,0,678
1,39,0,751
1,39,0,756
1,39,0,846
1,39,0,885
1,39,0,91
1,39,0,942
1,4,0,1514
1,40,0,1116
1,40,0,1295
1,40,0,1463
1,40,0,1833
1,40,0,1991
1,40,0,212
1,40,0,368
1,40,0,374
1,40,0,477
1,40,0,595
1,40,0,805
1,40,0,958
1,41,0,1097
1,41,0,1124
1,41,0,1125
1,41,0,1199
1,41,0,123
1,41,0,1236
1,41,0,1410
1,41,0,1414
1,41,0,1428
1,41,0,1433
1,41,0,1509
1,41,0,1548
1,41,0,157
1,41,0,164
1,41,0,1653
1,41,0,1699
1,41,0,1785
1,41,0,186
1,41,0,1946
1,41,0,2168
1,41,0,2173
1,41,0,2365
1,41,0,2423
1,41,0,255
1,41,0,2603
1,41,0,275
1,41,0,2774
1,41,0,287
1,41,0,2878
1,41,0,2884
1,41,0,2907
1,41,0,327
1,41,0,332
1,41,0,350
1,41,0,373
1,41,0,387
1,41,0,554
1,41,0,612
1,41,0,695
1,41,0,73
1,41,0,888
1,41,0,903
1,42,0,1461
1,42,0,2463
1,42,0,655
1,42,0,798
1,43,0,1126
1,43,0,1264
1,43,0,2622
1,43,0,809
1,44,0,1084
1,44,0,1143
1,44,0,1296
1,44,0,2113
1,44,0,2605
1,44,0,2611
1,44,0,2688
1,44,0,2695
1,44,0,381
1,44,0,396
1,44,0,398
1,44,0,438
1,44,0,519
1,44,0,998
1,45,0,1444
1,45,0,1597
1,45,0,1603
1,45,0,2465
1,45,0,2668
1,45,0,2734
1,45,0,2824
1,45,0,35
1,46,0,1103
1,46,0,1115
1,46,0,1215
1,46,0,1928
1,46,0,2234
1,46,0,2318
1,46,0,2424
1,46,0,2690
1,46,0,2703
1,46,0,2836
1,46,0,325
1,46,0,363
1,46,0,37
1,46,0,475
1,47,0,1076
1,47,0,1098
1,47,0,1248
1,47,0,1269
1,47,0,1354
1,47,0,1397
1,47,0,1429
1,47,0,1520
1,47,0,158
1,47,0,1623
1,47,0,1676
1,47,0,168
1,47,0,1712
1,47,0,1748
1,47,0,2018
1,47,0,2051
1,47,0,2055
1,47,0,208
1,47,0,2123
1,47,0,2128
1,47,0,2135
1,47,0,232
1,47,0,25
1,47,0,2642
1,47,0,2758
1,47,0,2771
1,47,0,2776
1,47,0,2815
1,47,0,415
1,47,0,539
1,47,0,545
1,47,0,619
1,47,0,629
1,47,0,635
1,47,0,784
1,47,0,817
1,47,0,874
1,47,0,945
1,47,0,964
1,47,0,988
1,48,0,1029
1,48,0,1034
1,48,0,1048
1,48,0,1056
1,48,0,1151
1,48,0,1208
1,48,0,1222
1,48,0,1242
1,48,0,1279
1,48,0,146
1,48,0,1468
1,48,0,1537
1,48,0,1656
1,48,0,1660
1,48,0,1681
1,48,0,173
1,48,0,1746
1,48,0,1824
1,48,0,1897
1,48,0,1981
1,48,0,1988
1,48,0,2064
1,48,0,2171
1,48,0,2199
1,48,0,223
1,48,0,2344
1,48,0,2364
1,48,0,2366
1,48,0,2538
1,48,0,2547
1,48,0,2593
1,48,0,2640
1,48,0,2659
1,48,0,2675
1,48,0,271
1,48,0,2715
1,48,0,2794
1,48,0,378
1,48,0,480
1,48,0,559
1,48,0,561
1,48,0,630
1,48,0,706
1,48,0,741
1,48,0,782
1,48,0,80
1,48,0,801
1,48,0,841
1,48,0,92
1,48,0,920
1,48,0,957
1,48,0,980
1,49,0,1637
1,49,0,1724
1,49,0,218
1,50,0,1106
1,50,0,1181
1,50,0,1333
1,50,0,2027
1,50,0,2126
1,50,0,2392
1,50,0,2473
1,50,0,2629
1,50,0,2847
1,50,0,384
1,50,0,710
1,50,0,854
1,53,0,2747
1,54,0,1698
1,54,0,2911
1,54,0,429
1,54,0,572
1,54,0,859
1,55,0,1412
1,55,0,1870
1,55,0,2211
1,55,0,2413
1,55,0,397
1,55,0,90
1,56,0,2311
1,56,0,2339
1,56,0,2724
1,56,0,616
1,56,0,757
1,57,0,1063
1,57,0,1334
1,57,0,1496
1,57,0,1546
1,57,0,2202
1,57,0,2224
1,57,0,2295
1,57,0,2586
1,57,0,2740
1,57,0,2769
1,57,0,487
1,57,0,552
1,57,0,651
1,57,0,747
1,57,0,786
1,57,0,906
1,58,0,1062
1,58,0,1276
1,58,0,2110
1,58,0,2579
1,58,0,2612
1,59,0,1445
1,59,0,1484
1,59,0,1745
1,59,0,178
1,59,0,247
1,59,0,459
1,6,0,2554
1,60,0,1621
1,60,0,209
1,60,0,689
1,61,0,1140
1,61,0,1158
1,61,0,1422
1,61,0,1558
1,61,0,1563
1,61,0,1697
1,61,0,1764
1,61,0,1846
1,61,0,2193
1,61,0,2286
1,61,0,2332
1,61,0,2411
1,61,0,2601
1,61,0,2905
1,61,0,2909
1,61,0,298
1,61,0,417
1,61,0,447
1,61,0,467
1,61,0,870
1,62,0,1434
1,62,0,1619
1,62,0,1702
1,62,0,1905
1,62,0,2725
1,62,0,360
1,62,0,454
1,62,0,556
