from_stop_id,to_stop_id,transfer_type,min_transfer_time
547,241,2,0.0
207,770,2,0.0
770,207,2,0.0
207,941,2,0.0
941,207,2,0.0
207,977,2,0.0
977,207,2,0.0
770,941,2,0.0
941,770,2,0.0
770,977,2,0.0
977,770,2,0.0
941,977,2,0.0
977,941,2,0.0
1147,1219,2,0.0
1219,1147,2,0.0
1147,1260,2,0.0
1260,1147,2,0.0
1147,1328,2,0.0
1328,1147,2,0.0
1147,28,2,0.0
28,1147,2,0.0
1147,373,2,0.0
373,1147,2,0.0
1147,409,2,0.0
409,1147,2,0.0
1147,41,2,0.0
41,1147,2,0.0
1147,464,2,0.0
464,1147,2,0.0
1147,584,2,0.0
584,1147,2,0.0
1147,75,2,0.0
75,1147,2,0.0
1219,1260,2,0.0
1260,1219,2,0.0
1219,1328,2,0.0
1328,1219,2,0.0
1219,28,2,0.0
28,1219,2,0.0
1219,373,2,0.0
373,1219,2,0.0
1219,409,2,0.0
409,1219,2,0.0
1219,41,2,0.0
41,1219,2,0.0
1219,464,2,0.0
464,1219,2,0.0
1219,584,2,0.0
584,1219,2,0.0
1219,75,2,0.0
75,1219,2,0.0
1260,1328,2,0.0
1328,1260,2,0.0
1260,28,2,0.0
28,1260,2,0.0
1260,373,2,0.0
373,1260,2,0.0
1260,409,2,0.0
409,1260,2,0.0
1260,41,2,0.0
41,1260,2,0.0
1260,464,2,0.0
464,1260,2,0.0
1260,584,2,0.0
584,1260,2,0.0
1260,75,2,0.0
75,1260,2,0.0
1328,28,2,0.0
28,1328,2,0.0
1328,373,2,0.0
373,1328,2,0.0
1328,409,2,0.0
409,1328,2,0.0
1328,41,2,0.0
41,1328,2,0.0
1328,464,2,0.0
464,1328,2,0.0
1328,584,2,0.0
584,1328,2,0.0
1328,75,2,0.0
75,1328,2,0.0
28,373,2,0.0
373,28,2,0.0
28,409,2,0.0
409,28,2,0.0
28,41,2,0.0
41,28,2,0.0
28,464,2,0.0
464,28,2,0.0
28,584,2,0.0
584,28,2,0.0
28,75,2,0.0
75,28,2,0.0
373,409,2,0.0
409,373,2,0.0
373,41,2,0.0
41,373,2,0.0
373,464,2,0.0
464,373,2,0.0
373,584,2,0.0
584,373,2,0.0
373,75,2,0.0
75,373,2,0.0
409,41,2,0.0
41,409,2,0.0
409,464,2,0.0
464,409,2,0.0
409,584,2,0.0
584,409,2,0.0
409,75,2,0.0
75,409,2,0.0
41,464,2,0.0
464,41,2,0.0
41,584,2,0.0
584,41,2,0.0
41,75,2,0.0
75,41,2,0.0
464,584,2,0.0
584,464,2,0.0
464,75,2,0.0
75,464,2,0.0
584,75,2,0.0
75,584,2,0.0
1329,481,2,0.0
481,1329,2,0.0
1329,775,2,0.0
775,1329,2,0.0
481,775,2,0.0
775,481,2,0.0
172,73,2,0.0
73,172,2,0.0
1097,1396,2,0.0
1396,1097,2,0.0
1215,1249,2,0.0
1249,1215,2,0.0
1215,18,2,0.0
18,1215,2,0.0
1215,219,2,0.0
219,1215,2,0.0
1215,38,2,0.0
38,1215,2,0.0
1215,827,2,0.0
827,1215,2,0.0
1249,18,2,0.0
18,1249,2,0.0
1249,219,2,0.0
219,1249,2,0.0
1249,38,2,0.0
38,1249,2,0.0
1249,827,2,0.0
827,1249,2,0.0
18,219,2,0.0
219,18,2,0.0
18,38,2,0.0
38,18,2,0.0
18,827,2,0.0
827,18,2,0.0
219,38,2,0.0
38,219,2,0.0
219,827,2,0.0
827,219,2,0.0
38,827,2,0.0
827,38,2,0.0
1398,3,2,0.0
3,1398,2,0.0
1398,472,2,0.0
472,1398,2,0.0
1398,620,2,0.0
620,1398,2,0.0
1398,881,2,0.0
881,1398,2,0.0
1398,954,2,0.0
954,1398,2,0.0
3,472,2,0.0
472,3,2,0.0
3,620,2,0.0
620,3,2,0.0
3,881,2,0.0
881,3,2,0.0
3,954,2,0.0
954,3,2,0.0
472,620,2,0.0
620,472,2,0.0
472,881,2,0.0
881,472,2,0.0
472,954,2,0.0
954,472,2,0.0
620,881,2,0.0
881,620,2,0.0
620,954,2,0.0
954,620,2,0.0
881,954,2,0.0
954,881,2,0.0
1021,126,2,0.0
126,1021,2,0.0
1021,1378,2,0.0
1378,1021,2,0.0
1021,15,2,0.0
15,1021,2,0.0
1021,201,2,0.0
201,1021,2,0.0
1021,388,2,0.0
388,1021,2,0.0
1021,608,2,0.0
608,1021,2,0.0
1021,733,2,0.0
733,1021,2,0.0
1021,774,2,0.0
774,1021,2,0.0
126,1378,2,0.0
1378,126,2,0.0
126,15,2,0.0
15,126,2,0.0
126,201,2,0.0
201,126,2,0.0
126,388,2,0.0
388,126,2,0.0
126,608,2,0.0
608,126,2,0.0
126,733,2,0.0
733,126,2,0.0
126,774,2,0.0
774,126,2,0.0
1378,15,2,0.0
15,1378,2,0.0
1378,201,2,0.0
201,1378,2,0.0
1378,388,2,0.0
388,1378,2,0.0
1378,608,2,0.0
608,1378,2,0.0
1378,733,2,0.0
733,1378,2,0.0
1378,774,2,0.0
774,1378,2,0.0
15,201,2,0.0
201,15,2,0.0
15,388,2,0.0
388,15,2,0.0
15,608,2,0.0
608,15,2,0.0
15,733,2,0.0
733,15,2,0.0
15,774,2,0.0
774,15,2,0.0
201,388,2,0.0
388,201,2,0.0
201,608,2,0.0
608,201,2,0.0
201,733,2,0.0
733,201,2,0.0
201,774,2,0.0
774,201,2,0.0
388,608,2,0.0
608,388,2,0.0
388,733,2,0.0
733,388,2,0.0
388,774,2,0.0
774,388,2,0.0
608,733,2,0.0
733,608,2,0.0
608,774,2,0.0
774,608,2,0.0
733,774,2,0.0
774,733,2,0.0
122,1301,2,0.0
1301,122,2,0.0
122,1375,2,0.0
1375,122,2,0.0
122,221,2,0.0
221,122,2,0.0
122,47,2,0.0
47,122,2,0.0
122,779,2,0.0
779,122,2,0.0
122,969,2,0.0
969,122,2,0.0
1301,1375,2,0.0
1375,1301,2,0.0
1301,221,2,0.0
221,1301,2,0.0
1301,47,2,0.0
47,1301,2,0.0
1301,779,2,0.0
779,1301,2,0.0
1301,969,2,0.0
969,1301,2,0.0
1375,221,2,0.0
221,1375,2,0.0
1375,47,2,0.0
47,1375,2,0.0
1375,779,2,0.0
779,1375,2,0.0
1375,969,2,0.0
969,1375,2,0.0
221,47,2,0.0
47,221,2,0.0
221,779,2,0.0
779,221,2,0.0
221,969,2,0.0
969,221,2,0.0
47,779,2,0.0
779,47,2,0.0
47,969,2,0.0
969,47,2,0.0
779,969,2,0.0
969,779,2,0.0
111,220,2,0.0
220,111,2,0.0
1143,1270,2,0.0
1270,1143,2,0.0
1143,19,2,0.0
19,1143,2,0.0
1143,209,2,0.0
209,1143,2,0.0
1143,226,2,0.0
226,1143,2,0.0
1143,339,2,0.0
339,1143,2,0.0
1143,852,2,0.0
852,1143,2,0.0
1270,19,2,0.0
19,1270,2,0.0
1270,209,2,0.0
209,1270,2,0.0
1270,226,2,0.0
226,1270,2,0.0
1270,339,2,0.0
339,1270,2,0.0
1270,852,2,0.0
852,1270,2,0.0
19,209,2,0.0
209,19,2,0.0
19,226,2,0.0
226,19,2,0.0
19,339,2,0.0
339,19,2,0.0
19,852,2,0.0
852,19,2,0.0
209,226,2,0.0
226,209,2,0.0
209,339,2,0.0
339,209,2,0.0
209,852,2,0.0
852,209,2,0.0
226,339,2,0.0
339,226,2,0.0
226,852,2,0.0
852,226,2,0.0
339,852,2,0.0
852,339,2,0.0
160,379,2,0.0
379,160,2,0.0
51,718,2,0.0
718,51,2,0.0
1161,1294,2,0.0
1294,1161,2,0.0
1023,1132,2,0.0
1132,1023,2,0.0
1023,1134,2,0.0
1134,1023,2,0.0
1023,564,2,0.0
564,1023,2,0.0
1023,674,2,0.0
674,1023,2,0.0
1023,849,2,0.0
849,1023,2,0.0
1132,1134,2,0.0
1134,1132,2,0.0
1132,564,2,0.0
564,1132,2,0.0
1132,674,2,0.0
674,1132,2,0.0
1132,849,2,0.0
849,1132,2,0.0
1134,564,2,0.0
564,1134,2,0.0
1134,674,2,0.0
674,1134,2,0.0
1134,849,2,0.0
849,1134,2,0.0
564,674,2,0.0
674,564,2,0.0
564,849,2,0.0
849,564,2,0.0
674,849,2,0.0
849,674,2,0.0
332,660,2,0.0
660,332,2,0.0
332,668,2,0.0
668,332,2,0.0
332,938,2,0.0
938,332,2,0.0
660,668,2,0.0
668,660,2,0.0
660,938,2,0.0
938,660,2,0.0
668,938,2,0.0
938,668,2,0.0
350,801,2,0.0
801,350,2,0.0
1198,1357,2,0.0
1357,1198,2,0.0
1198,669,2,0.0
669,1198,2,0.0
1357,669,2,0.0
669,1357,2,0.0
1128,899,2,0.0
899,1128,2,0.0
40,952,2,0.0
952,40,2,0.0
1007,353,2,0.0
353,1007,2,0.0
1007,52,2,0.0
52,1007,2,0.0
1007,696,2,0.0
696,1007,2,0.0
1007,705,2,0.0
705,1007,2,0.0
353,52,2,0.0
52,353,2,0.0
353,696,2,0.0
696,353,2,0.0
353,705,2,0.0
705,353,2,0.0
52,696,2,0.0
696,52,2,0.0
52,705,2,0.0
705,52,2,0.0
696,705,2,0.0
705,696,2,0.0
1207,1334,2,0.0
1334,1207,2,0.0
1207,1354,2,0.0
1354,1207,2,0.0
1207,164,2,0.0
164,1207,2,0.0
1207,689,2,0.0
689,1207,2,0.0
1334,1354,2,0.0
1354,1334,2,0.0
1334,164,2,0.0
164,1334,2,0.0
1334,689,2,0.0
689,1334,2,0.0
1354,164,2,0.0
164,1354,2,0.0
1354,689,2,0.0
689,1354,2,0.0
164,689,2,0.0
689,164,2,0.0
120,479,2,0.0
479,120,2,0.0
1339,512,2,0.0
512,1339,2,0.0
1339,737,2,0.0
737,1339,2,0.0
512,737,2,0.0
737,512,2,0.0
243,426,2,0.0
426,243,2,0.0
243,944,2,0.0
944,243,2,0.0
426,944,2,0.0
944,426,2,0.0
264,543,2,0.0
543,264,2,0.0
1030,252,2,0.0
252,1030,2,0.0
1030,42,2,0.0
42,1030,2,0.0
252,42,2,0.0
42,252,2,0.0
1081,31,2,0.0
31,1081,2,0.0
1014,1209,2,0.0
1209,1014,2,0.0
1014,677,2,0.0
677,1014,2,0.0
1209,677,2,0.0
677,1209,2,0.0
337,440,2,0.0
440,337,2,0.0
337,517,2,0.0
517,337,2,0.0
337,667,2,0.0
667,337,2,0.0
337,8,2,0.0
8,337,2,0.0
337,810,2,0.0
810,337,2,0.0
337,853,2,0.0
853,337,2,0.0
337,911,2,0.0
911,337,2,0.0
337,943,2,0.0
943,337,2,0.0
440,517,2,0.0
517,440,2,0.0
440,667,2,0.0
667,440,2,0.0
440,8,2,0.0
8,440,2,0.0
440,810,2,0.0
810,440,2,0.0
440,853,2,0.0
853,440,2,0.0
440,911,2,0.0
911,440,2,0.0
440,943,2,0.0
943,440,2,0.0
517,667,2,0.0
667,517,2,0.0
517,8,2,0.0
8,517,2,0.0
517,810,2,0.0
810,517,2,0.0
517,853,2,0.0
853,517,2,0.0
517,911,2,0.0
911,517,2,0.0
517,943,2,0.0
943,517,2,0.0
667,8,2,0.0
8,667,2,0.0
667,810,2,0.0
810,667,2,0.0
667,853,2,0.0
853,667,2,0.0
667,911,2,0.0
911,667,2,0.0
667,943,2,0.0
943,667,2,0.0
8,810,2,0.0
810,8,2,0.0
8,853,2,0.0
853,8,2,0.0
8,911,2,0.0
911,8,2,0.0
8,943,2,0.0
943,8,2,0.0
810,853,2,0.0
853,810,2,0.0
810,911,2,0.0
911,810,2,0.0
810,943,2,0.0
943,810,2,0.0
853,911,2,0.0
911,853,2,0.0
853,943,2,0.0
943,853,2,0.0
911,943,2,0.0
943,911,2,0.0
1078,14,2,0.0
14,1078,2,0.0
1078,968,2,0.0
968,1078,2,0.0
14,968,2,0.0
968,14,2,0.0
308,446,2,0.0
446,308,2,0.0
1137,1196,2,0.0
1196,1137,2,0.0
1137,1367,2,0.0
1367,1137,2,0.0
1137,141,2,0.0
141,1137,2,0.0
1137,150,2,0.0
150,1137,2,0.0
1137,568,2,0.0
568,1137,2,0.0
1137,782,2,0.0
782,1137,2,0.0
1196,1367,2,0.0
1367,1196,2,0.0
1196,141,2,0.0
141,1196,2,0.0
1196,150,2,0.0
150,1196,2,0.0
1196,568,2,0.0
568,1196,2,0.0
1196,782,2,0.0
782,1196,2,0.0
1367,141,2,0.0
141,1367,2,0.0
1367,150,2,0.0
150,1367,2,0.0
1367,568,2,0.0
568,1367,2,0.0
1367,782,2,0.0
782,1367,2,0.0
141,150,2,0.0
150,141,2,0.0
141,568,2,0.0
568,141,2,0.0
141,782,2,0.0
782,141,2,0.0
150,568,2,0.0
568,150,2,0.0
150,782,2,0.0
782,150,2,0.0
568,782,2,0.0
782,568,2,0.0
1237,563,2,0.0
563,1237,2,0.0
1237,870,2,0.0
870,1237,2,0.0
563,870,2,0.0
870,563,2,0.0
1035,1320,2,0.0
1320,1035,2,0.0
1035,358,2,0.0
358,1035,2,0.0
1320,358,2,0.0
358,1320,2,0.0
1350,906,2,0.0
906,1350,2,0.0
372,485,2,0.0
485,372,2,0.0
831,975,2,0.0
975,831,2,0.0
1017,1116,2,0.0
1116,1017,2,0.0
1017,555,2,0.0
555,1017,2,0.0
1017,670,2,0.0
670,1017,2,0.0
1116,555,2,0.0
555,1116,2,0.0
1116,670,2,0.0
670,1116,2,0.0
555,670,2,0.0
670,555,2,0.0
1400,935,2,0.0
935,1400,2,0.0
1073,381,2,0.0
381,1073,2,0.0
1062,1240,2,0.0
1240,1062,2,0.0
1062,217,2,0.0
217,1062,2,0.0
1240,217,2,0.0
217,1240,2,0.0
600,839,2,0.0
839,600,2,0.0
392,423,2,0.0
423,392,2,0.0
392,741,2,0.0
741,392,2,0.0
392,76,2,0.0
76,392,2,0.0
392,830,2,0.0
830,392,2,0.0
423,741,2,0.0
741,423,2,0.0
423,76,2,0.0
76,423,2,0.0
423,830,2,0.0
830,423,2,0.0
741,76,2,0.0
76,741,2,0.0
741,830,2,0.0
830,741,2,0.0
76,830,2,0.0
830,76,2,0.0
1274,649,2,0.0
649,1274,2,0.0
136,212,2,0.0
212,136,2,0.0
1264,365,2,0.0
365,1264,2,0.0
1264,64,2,0.0
64,1264,2,0.0
365,64,2,0.0
64,365,2,0.0
1268,549,2,0.0
549,1268,2,0.0
103,986,2,0.0
986,103,2,0.0
1317,386,2,0.0
386,1317,2,0.0
360,556,2,0.0
556,360,2,0.0
682,823,2,0.0
823,682,2,0.0
253,303,2,0.0
303,253,2,0.0
253,36,2,0.0
36,253,2,0.0
253,654,2,0.0
654,253,2,0.0
253,726,2,0.0
726,253,2,0.0
253,982,2,0.0
982,253,2,0.0
253,988,2,0.0
988,253,2,0.0
303,36,2,0.0
36,303,2,0.0
303,654,2,0.0
654,303,2,0.0
303,726,2,0.0
726,303,2,0.0
303,982,2,0.0
982,303,2,0.0
303,988,2,0.0
988,303,2,0.0
36,654,2,0.0
654,36,2,0.0
36,726,2,0.0
726,36,2,0.0
36,982,2,0.0
982,36,2,0.0
36,988,2,0.0
988,36,2,0.0
654,726,2,0.0
726,654,2,0.0
654,982,2,0.0
982,654,2,0.0
654,988,2,0.0
988,654,2,0.0
726,982,2,0.0
982,726,2,0.0
726,988,2,0.0
988,726,2,0.0
982,988,2,0.0
988,982,2,0.0
1117,1206,2,0.0
1206,1117,2,0.0
1117,514,2,0.0
514,1117,2,0.0
1206,514,2,0.0
514,1206,2,0.0
731,736,2,0.0
736,731,2,0.0
731,871,2,0.0
871,731,2,0.0
731,965,2,0.0
965,731,2,0.0
736,871,2,0.0
871,736,2,0.0
736,965,2,0.0
965,736,2,0.0
871,965,2,0.0
965,871,2,0.0
286,341,2,0.0
341,286,2,0.0
286,53,2,0.0
53,286,2,0.0
286,595,2,0.0
595,286,2,0.0
286,824,2,0.0
824,286,2,0.0
286,828,2,0.0
828,286,2,0.0
286,918,2,0.0
918,286,2,0.0
286,921,2,0.0
921,286,2,0.0
341,53,2,0.0
53,341,2,0.0
341,595,2,0.0
595,341,2,0.0
341,824,2,0.0
824,341,2,0.0
341,828,2,0.0
828,341,2,0.0
341,918,2,0.0
918,341,2,0.0
341,921,2,0.0
921,341,2,0.0
53,595,2,0.0
595,53,2,0.0
53,824,2,0.0
824,53,2,0.0
53,828,2,0.0
828,53,2,0.0
53,918,2,0.0
918,53,2,0.0
53,921,2,0.0
921,53,2,0.0
595,824,2,0.0
824,595,2,0.0
595,828,2,0.0
828,595,2,0.0
595,918,2,0.0
918,595,2,0.0
595,921,2,0.0
921,595,2,0.0
824,828,2,0.0
828,824,2,0.0
824,918,2,0.0
918,824,2,0.0
824,921,2,0.0
921,824,2,0.0
828,918,2,0.0
918,828,2,0.0
828,921,2,0.0
921,828,2,0.0
918,921,2,0.0
921,918,2,0.0
145,777,2,0.0
777,145,2,0.0
173,425,2,0.0
425,173,2,0.0
173,826,2,0.0
826,173,2,0.0
425,826,2,0.0
826,425,2,0.0
1138,1192,2,0.0
1192,1138,2,0.0
1138,369,2,0.0
369,1138,2,0.0
1138,414,2,0.0
414,1138,2,0.0
1138,473,2,0.0
473,1138,2,0.0
1138,569,2,0.0
569,1138,2,0.0
1138,79,2,0.0
79,1138,2,0.0
1138,861,2,0.0
861,1138,2,0.0
1192,369,2,0.0
369,1192,2,0.0
1192,414,2,0.0
414,1192,2,0.0
1192,473,2,0.0
473,1192,2,0.0
1192,569,2,0.0
569,1192,2,0.0
1192,79,2,0.0
79,1192,2,0.0
1192,861,2,0.0
861,1192,2,0.0
369,414,2,0.0
414,369,2,0.0
369,473,2,0.0
473,369,2,0.0
369,569,2,0.0
569,369,2,0.0
369,79,2,0.0
79,369,2,0.0
369,861,2,0.0
861,369,2,0.0
414,473,2,0.0
473,414,2,0.0
414,569,2,0.0
569,414,2,0.0
414,79,2,0.0
79,414,2,0.0
414,861,2,0.0
861,414,2,0.0
473,569,2,0.0
569,473,2,0.0
473,79,2,0.0
79,473,2,0.0
473,861,2,0.0
861,473,2,0.0
569,79,2,0.0
79,569,2,0.0
569,861,2,0.0
861,569,2,0.0
79,861,2,0.0
861,79,2,0.0
108,43,2,0.0
43,108,2,0.0
1150,121,2,0.0
121,1150,2,0.0
24,640,2,0.0
640,24,2,0.0
24,820,2,0.0
820,24,2,0.0
640,820,2,0.0
820,640,2,0.0
290,503,2,0.0
503,290,2,0.0
1313,25,2,0.0
25,1313,2,0.0
1313,629,2,0.0
629,1313,2,0.0
1313,939,2,0.0
939,1313,2,0.0
25,629,2,0.0
629,25,2,0.0
25,939,2,0.0
939,25,2,0.0
629,939,2,0.0
939,629,2,0.0
208,74,2,0.0
74,208,2,0.0
1034,1239,2,0.0
1239,1034,2,0.0
1034,127,2,0.0
127,1034,2,0.0
1034,382,2,0.0
382,1034,2,0.0
1034,533,2,0.0
533,1034,2,0.0
1239,127,2,0.0
127,1239,2,0.0
1239,382,2,0.0
382,1239,2,0.0
1239,533,2,0.0
533,1239,2,0.0
127,382,2,0.0
382,127,2,0.0
127,533,2,0.0
533,127,2,0.0
382,533,2,0.0
533,382,2,0.0
1394,185,2,0.0
185,1394,2,0.0
1371,950,2,0.0
950,1371,2,0.0
1088,1103,2,0.0
1103,1088,2,0.0
1088,192,2,0.0
192,1088,2,0.0
1088,437,2,0.0
437,1088,2,0.0
1088,887,2,0.0
887,1088,2,0.0
1103,192,2,0.0
192,1103,2,0.0
1103,437,2,0.0
437,1103,2,0.0
1103,887,2,0.0
887,1103,2,0.0
192,437,2,0.0
437,192,2,0.0
192,887,2,0.0
887,192,2,0.0
437,887,2,0.0
887,437,2,0.0
557,832,2,0.0
832,557,2,0.0
338,671,2,0.0
671,338,2,0.0
310,394,2,0.0
394,310,2,0.0
310,490,2,0.0
490,310,2,0.0
310,638,2,0.0
638,310,2,0.0
310,700,2,0.0
700,310,2,0.0
394,490,2,0.0
490,394,2,0.0
394,638,2,0.0
638,394,2,0.0
394,700,2,0.0
700,394,2,0.0
490,638,2,0.0
638,490,2,0.0
490,700,2,0.0
700,490,2,0.0
638,700,2,0.0
700,638,2,0.0
1050,1054,2,0.0
1054,1050,2,0.0
1050,1098,2,0.0
1098,1050,2,0.0
1050,1105,2,0.0
1105,1050,2,0.0
1050,1113,2,0.0
1113,1050,2,0.0
1050,1127,2,0.0
1127,1050,2,0.0
1050,12,2,0.0
12,1050,2,0.0
1050,1228,2,0.0
1228,1050,2,0.0
1050,1336,2,0.0
1336,1050,2,0.0
1050,170,2,0.0
170,1050,2,0.0
1050,26,2,0.0
26,1050,2,0.0
1050,260,2,0.0
260,1050,2,0.0
1050,268,2,0.0
268,1050,2,0.0
1050,322,2,0.0
322,1050,2,0.0
1050,406,2,0.0
406,1050,2,0.0
1050,792,2,0.0
792,1050,2,0.0
1050,793,2,0.0
793,1050,2,0.0
1050,84,2,0.0
84,1050,2,0.0
1050,884,2,0.0
884,1050,2,0.0
1050,919,2,0.0
919,1050,2,0.0
1050,998,2,0.0
998,1050,2,0.0
1054,1098,2,0.0
1098,1054,2,0.0
1054,1105,2,0.0
1105,1054,2,0.0
1054,1113,2,0.0
1113,1054,2,0.0
1054,1127,2,0.0
1127,1054,2,0.0
1054,12,2,0.0
12,1054,2,0.0
1054,1228,2,0.0
1228,1054,2,0.0
1054,1336,2,0.0
1336,1054,2,0.0
1054,170,2,0.0
170,1054,2,0.0
1054,26,2,0.0
